BRU,FCO,6:12,10:22,230
BRU,FCO,7:53,11:37,433
BRU,FCO,9:08,12:12,364
BRU,FCO,10:30,14:57,290
BRU,FCO,12:19,15:25,342
BRU,FCO,13:54,18:02,294
BRU,FCO,15:44,18:55,382
BRU,FCO,16:52,20:48,448
BRU,FCO,18:26,21:29,464
BRU,FCO,20:07,23:27,473
CDG,FCO,6:25,9:30,335
CDG,FCO,7:34,9:40,324
CDG,FCO,9:15,12:29,225
CDG,FCO,11:28,14:40,248
CDG,FCO,12:05,15:30,330
CDG,FCO,14:01,17:24,338
CDG,FCO,15:34,18:11,326
CDG,FCO,17:07,20:04,291
CDG,FCO,18:23,21:35,134
CDG,FCO,19:53,22:21,173
DUB,FCO,6:17,8:26,89
DUB,FCO,8:04,10:11,95
DUB,FCO,9:45,11:50,172
DUB,FCO,11:16,13:29,83
DUB,FCO,12:34,15:02,109
DUB,FCO,13:40,15:37,138
DUB,FCO,15:27,17:18,151
DUB,FCO,17:11,18:30,108
DUB,FCO,18:34,19:36,136
DUB,FCO,20:17,22:22,102
FCO,BRU,6:09,9:49,414
FCO,BRU,7:57,11:15,347
FCO,BRU,9:49,13:51,229
FCO,BRU,10:51,14:16,256
FCO,BRU,12:20,16:34,500
FCO,BRU,14:20,17:32,332
FCO,BRU,15:49,20:10,497
FCO,BRU,17:14,20:59,277
FCO,BRU,18:44,22:42,351
FCO,BRU,19:57,23:15,512
FCO,CDG,6:33,9:14,172
FCO,CDG,8:23,11:07,143
FCO,CDG,9:25,12:46,295
FCO,CDG,11:08,14:38,262
FCO,CDG,12:37,15:05,170
FCO,CDG,14:08,16:09,232
FCO,CDG,15:23,18:49,150
FCO,CDG,16:50,19:26,304
FCO,CDG,18:07,21:30,355
FCO,CDG,20:27,23:42,169
FCO,DUB,6:39,8:09,86
FCO,DUB,8:23,10:28,149
FCO,DUB,9:58,11:18,130
FCO,DUB,10:33,12:03,74
FCO,DUB,12:08,14:05,142
FCO,DUB,13:39,15:30,74
FCO,DUB,15:25,16:58,62
FCO,DUB,17:03,18:03,103
FCO,DUB,18:24,20:49,124
FCO,DUB,19:58,21:23,142
FCO,LHR,6:58,9:01,238
FCO,LHR,8:19,11:16,122
FCO,LHR,9:58,12:56,249
FCO,LHR,10:32,13:16,139
FCO,LHR,12:01,13:41,267
FCO,LHR,13:37,15:33,142
FCO,LHR,15:50,18:45,243
FCO,LHR,16:33,18:15,253
FCO,LHR,18:17,21:04,259
FCO,LHR,19:46,21:45,214
FCO,LIS,6:19,8:13,239
FCO,LIS,8:04,10:59,136
FCO,LIS,9:31,11:43,210
FCO,LIS,11:07,13:24,171
FCO,LIS,12:31,14:02,234
FCO,LIS,14:05,15:47,226
FCO,LIS,15:07,17:21,129
FCO,LIS,16:35,18:56,144
FCO,LIS,18:25,20:34,205
FCO,LIS,20:05,21:44,172
FCO,MAD,6:03,8:43,219
FCO,MAD,7:50,10:08,164
FCO,MAD,9:11,10:42,172
FCO,MAD,10:33,13:11,132
FCO,MAD,12:08,14:47,231
FCO,MAD,14:19,17:09,190
FCO,MAD,15:04,17:23,189
FCO,MAD,17:06,20:00,95
FCO,MAD,18:33,20:22,143
FCO,MAD,19:32,21:25,160
LHR,FCO,6:08,8:06,224
LHR,FCO,8:27,10:45,139
LHR,FCO,9:15,12:14,247
LHR,FCO,10:53,13:36,189
LHR,FCO,12:08,14:59,149
LHR,FCO,13:40,15:38,137
LHR,FCO,15:23,17:25,232
LHR,FCO,17:08,19:08,262
LHR,FCO,18:35,20:28,204
LHR,FCO,20:30,23:11,114
LIS,FCO,6:11,8:31,249
LIS,FCO,7:39,10:24,219
LIS,FCO,9:15,12:03,99
LIS,FCO,11:08,13:07,175
LIS,FCO,12:18,14:56,172
LIS,FCO,13:37,15:08,250
LIS,FCO,15:03,16:42,135
LIS,FCO,16:51,19:09,147
LIS,FCO,18:12,20:17,242
LIS,FCO,20:05,22:06,261
MAD,FCO,6:05,8:32,174
MAD,FCO,8:25,10:34,157
MAD,FCO,9:42,11:32,169
MAD,FCO,11:01,12:39,260
MAD,FCO,12:44,14:17,134
MAD,FCO,14:22,16:32,126
MAD,FCO,15:58,18:40,173
MAD,FCO,16:43,19:00,246
MAD,FCO,18:48,21:45,246
MAD,FCO,19:50,22:24,26
